"Sector","Emissions","year",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"Public Admin",11.5234,1992,11.9655201261702,-0.442120126170192,0.110907610907612,0.483215570586987,0.0588643767546185,-0.971480402595567
"Public Admin",11.7109,1993,11.6813065120066,0.029593487993413,0.0980870980870994,0.492562074503315,0.000226662363408574,0.0645626073525608
"Public Admin",11.0713,1994,11.397092897843,-0.325792897842982,0.0864875864875876,0.487664440098236,0.0236108983358246,-0.70623882855761
"Public Admin",11.0795,1995,11.1128792836793,-0.033379283679265,0.076109076109077,0.492552137321981,0.00021323254389396,-0.0719505084387266
"Public Admin",10.8901,1996,10.8286656695157,0.0614343304843405,0.0669515669515677,0.492432040866776,0.000622987085695981,0.131772941582209
"Public Admin",10.4627,1997,10.5444520553521,-0.0817520553520552,0.0590150590150596,0.492302667588946,0.000956091097127714,-0.174612185716854
"Public Admin",10.028,1998,10.2602384411884,-0.23223844118845,0.0522995522995527,0.490190330086875,0.00674106368032891,-0.494271728219856
"Public Admin",10.2604,1999,9.97602482702484,0.284375172975155,0.0468050468050471,0.489001890109098,0.00894163599634081,0.60348713474173
"Public Admin",10.0463,2000,9.69181121286124,0.354488787138759,0.0425315425315427,0.487020885458884,0.0125132926725979,0.750598115728801
"Public Admin",9.9215,2001,9.40759759869763,0.513902401302365,0.0394790394790396,0.480834261754488,0.0242559670166247,1.08641168706832
"Public Admin",9.6295,2002,9.12338398453403,0.50611601546597,0.0376475376475377,0.481214363504027,0.0223497581356299,1.06893231006278
"Public Admin",9.5185,2003,8.83917037037043,0.679329629629573,0.037037037037037,0.471899982334951,0.0395623970430515,1.4343098152905
"Public Admin",9.6054,2004,8.55495675620671,1.05044324379329,0.0376475376475376,0.44145549834957,0.0962759585673434,2.21856785571956
"Public Admin",8.4932,2005,8.2707431420431,0.222456857956896,0.0394790394790394,0.490419356999136,0.00454515708068938,0.470283325667151
"Public Admin",8.4865,2006,7.9865295278795,0.4999704721205,0.0425315425315425,0.481435102241882,0.0248917430518593,1.05864249564191
"Public Admin",8.3602,2007,7.70231591371589,0.657884086284106,0.0468050468050468,0.473010068471771,0.0478555588778785,1.39612954981288
"Public Admin",7.647,2008,7.41810229955229,0.228897700447712,0.0522995522995523,0.490259411986403,0.00654851872303696,0.487161649065781
"Public Admin",6.9385,2009,7.13388868538868,-0.195388685388683,0.0590150590150591,0.490884300351528,0.00546135912500302,-0.417325843040018
"Public Admin",6.9077,2010,6.84967507122508,0.0580249287749224,0.0669515669515671,0.492450507942083,0.000555758375901122,0.124459980103874
"Public Admin",6.2993,2011,6.56546145706147,-0.266161457061474,0.0761090761090763,0.489349515306848,0.0135578178204712,-0.573722682198632
"Public Admin",6.2172,2012,6.28124784289787,-0.0640478428978692,0.0864875864875868,0.492413192609347,0.000912511404484801,-0.138839961949124
"Public Admin",5.6967,2013,5.99703422873426,-0.300334228734265,0.0980870980870985,0.488355154922067,0.0233451550983783,-0.655223909009592
"Public Admin",5.057,2014,5.71282061457055,-0.655820614570546,0.110907610907612,0.471700648301548,0.129521572131361,-1.44104924648535
"Public Admin",4.6931,2015,5.42860700040694,-0.735507000406942,0.124949124949126,0.46572400818209,0.189471829205137,-1.62906106485794
"Public Admin",4.6741,2016,5.14439338624334,-0.470293386243337,0.140211640211641,0.481600803023843,0.0900415794752336,-1.05084895292619
"Retail & Auto",11.5608,1990,11.53375,0.0270500000000009,0.140211640211628,0.576795888061466,0.000217241933992192,0.0516167402081517
"Retail & Auto",11.9841,1991,11.7493282051282,0.234771794871778,0.124949124949127,0.574547170886129,0.0140788320015146,0.444066849468023
"Retail & Auto",11.7899,1992,11.9649064102564,-0.17500641025639,0.110907610907612,0.575581125878842,0.0067264149042332,-0.328397313159311
